Contest ID, Bug ID,,, Bug Description,link,,
13, L-22,,,"""Unbounded iteration on _cardAffiliateAddresses""",https://github.com/code-423n4/2021-06-realitycards-findings/issues/154,,
13, L-23,,,"""uberOwner cannot do all the things an owner can """,https://github.com/code-423n4/2021-06-realitycards-findings/issues/156,,
13, L-24,,,"""Dangerous toggle functions""",https://github.com/code-423n4/2021-06-realitycards-findings/issues/157,,
13, L-25,,,"""The domainSeperator is not recalculated after a hard fork happens""",https://github.com/code-423n4/2021-06-realitycards-findings/issues/166,,
131, L-01,,,"""migrate() still does transfers when the transfer is to the same pool, and this can be done multiple times""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/131.md#l-01-migrate-still-does-transfers-when-the-transfer-is-to-the-same-pool-and-this-can-be-done-multiple-times,,
131, L-02,,,"""Non-exploitable reentrancy""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/131.md#l-02-non-exploitable-reentrancy,,
131, L-03,,,"""Users can DOS themselves by executing prepareUnlock(0) many times""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/131.md#l-03-users-can-dos-themselves-by-executing-prepareunlock0-many-times,,
131, L-04,,,"""Unused/empty receive()/fallback() function""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/131.md#l-04-unusedempty-receivefallback-function,,
131, L-05,,,"""safeApprove() is deprecated""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/131.md#l-05-safeapprove-is-deprecated,,
131, L-06,,,"""Missing checks for address(0x0) when assigning values to address state variables""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/131.md#l-06-missing-checks-for-address0x0-when-assigning-values-to-address-state-variables,,
131, L-07,,,"""_prepareDeadline(), _setConfig(), and _executeDeadline() should be private""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/131.md#l-07-_preparedeadline-_setconfig-and-_executedeadline-should-be-private,,
14, L-01,,,"""no check for _stakeToken!=0""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/4,,
14, L-02,,,"""Lack of nonReentrant modifier in yield source contracts""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/119,,
14, L-03,,,"""What is default duration when creditRateMantissa is not set""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/10,,
14, L-04,,,"""staticCall to yieldSource.depositToken doesn't provide any security guarantees""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/14,,
14, L-05,,,"""Switch modifier order to consistently place the nonreentrant modifier as the first one""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/50,,
14, L-06,,,"""Missing modifier onlyControlledToken may result in undefined/exceptional behavior""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/54,,
14, L-07,,,"""Missing calls to init functions of inherited contracts""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/60,,
14, L-08,,,"""Unlocked pragma used in multiple contracts""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/109,,
14, L-09,,,"""Missing zero-address checks""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/65,,
14, L-10,,,"""Overly permissive threshold check allows high yield loss""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/69,,
14, L-11,,,"""Ignored return values may lead to undefined behavior""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/70,,
14, L-12,,,"""Using memory[] parameter without checking its length""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/75,,
14, L-13,,,"""Uneven use of events""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/78,,
14, L-14,,,"""Missing parameter validation""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/81,,
14, L-15,,,"""ATokenYieldSource mixes aTokens and underlying when redeeming""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/86,,
14, L-16,,,"""BadgerYieldSource and SushiYieldSource are not upgradeable""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/113,,
14, L-17,,,"""onERC721Received not implemented in PrizePool""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/118,,
14, L-18,,,"""Lack of event emission after critical initialize() functions """,https://github.com/code-423n4/2021-06-pooltogether-findings/issues/68,,
143, L-01,,,"""Weight of one being used as zero not documented""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/143.md#l-01-weight-of-one-being-used-as-zero-not-documented,,
143, L-02,,,"""Calls may run out of gas until arrays are reduced in size""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/143.md#l-02-calls-may-run-out-of-gas-until-arrays-are-reduced-in-size,,
143, L-03,,,"""Dust amounts not compensated, even if not using price oracle""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/143.md#l-03-dust-amounts-not-compensated-even-if-not-using-price-oracle,,
143, L-04,,,"""Splits can’t be locked once the timestamp passes type(uint48).max""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/143.md#l-04-splits-cant-be-locked-once-the-timestamp-passes-typeuint48max,,
143, L-05,,,"""Unsafe use of transfer()/transferFrom() with IERC20 """,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/143.md#l-05-unsafe-use-of-transfertransferfrom-with-ierc20,,
145, L-01,,,"""require() should be used instead of assert()""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/145.md#l01-require-should-be-used-instead-of-assert,,
145, L-02,,,"""Missing checks for address(0x0) when assigning values to address state variables""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/145.md#l02-missing-checks-for-address0x0-when-assigning-values-to-address-state-variables,,
145, L-03,,,"""Open TODOs""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/145.md#l03-open-todos,,
145, L-04,,,"""File is missing NatSpec""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/145.md#l-04-file-is-missing-natspec,,
145, L-05,,,"""NatSpec is incomplete""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/145.md#l-05-natspec-is-incomplete,,
16, L-01,,,"""Zero-address checks are missing""",https://github.com/code-423n4/2021-06-tracer-findings/issues/49,,
16, L-02,,,"""Can set values to more than 100%""",https://github.com/code-423n4/2021-06-tracer-findings/issues/102,,
16, L-03,,,"""LIQUIDATION_GAS_COST may not be a constant""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/14.md,,
16, L-04,,,"""Deposit event should use the converted WAD amount""",https://github.com/code-423n4/2021-06-tracer-findings/issues/56,,
16, L-05,,,"""tvl calculation in withdraw() should use convertedWadAmount instead of amount""",tvl calculation in withdraw() should use convertedWadAmount instead of amount 路 Issue #57 路 code-423n4/2021-06-tracer-findings 路 GitHub,,
16, L-06,,,"""Lack of a contract existence check may lead to undefined behavior""",https://github.com/code-423n4/2021-06-tracer-findings/issues/71,,
16, L-07,,,"""Using tx.gasprice to prevent front-running may lead to failed liquidations""",https://github.com/code-423n4/2021-06-tracer-findings/issues/76,,
16, L-08,,,"""Potential division by zero""",https://github.com/code-423n4/2021-06-tracer-findings/issues/83,,
16, L-09,,,"""Unlocked pragma used in multiple contracts""",https://github.com/code-423n4/2021-06-tracer-findings/issues/133,,
16, L-10,,,"""LibMath fails implicitly""",LibMath fails implicitly · Issue #88 · code-423n4/2021-06-tracer-findings · GitHub,,
16, L-11,,,"""LibMath sumN can iterate over array""",https://github.com/code-423n4/2021-06-tracer-findings/issues/89,,
16, L-12,,,"""todos left in the code""",https://github.com/code-423n4/2021-06-tracer-findings/issues/12,,
16, L-13,,,"""check sign in calculateSlippage""",https://github.com/code-423n4/2021-06-tracer-findings/issues/17,,
16, L-14,,,"""The averagePriceForPeriod function may revert without proper error message returned""",https://github.com/code-423n4/2021-06-tracer-findings/issues/140,,
16, L-15,,,"""make sure withdrawFees allways can withdraw""",make sure withdrawFees allways can withdraw · Issue #23 · code-423n4/2021-06-tracer-findings · GitHub,,
16, L-16,,,"""matchOrders could/should check market""",https://github.com/code-423n4/2021-06-tracer-findings/issues/6,,
16, L-17,,,"""inclusive check that account is not above minimum margin""",https://github.com/code-423n4/2021-06-tracer-findings/issues/109,,
16, L-18,,,"""hardcoded chainId""",https://github.com/code-423n4/2021-06-tracer-findings/issues/85,,
16, L-19,,,"""Prices.averagePrice does not show a difference between no trades and a zero price""",https://github.com/code-423n4/2021-06-tracer-findings/issues/139,,
16, L-20,,,"""Margin value is not checked to be non-negative in leveragedNotionalValue""",https://github.com/code-423n4/2021-06-tracer-findings/issues/141,,
16, L-21,,,"""The currentHour variable in Pricing could be out of sync """,https://github.com/code-423n4/2021-06-tracer-findings/issues/142,,
16, L-22,,,"""Potential Out-of-Gas exception due to unbounded loop""",https://github.com/code-423n4/2021-06-tracer-findings/issues/69,,
16, L-23,,,"""Using array memory parameter without checking its length""",https://github.com/code-423n4/2021-06-tracer-findings/issues/35,,
16, L-24,,,"""Wrong token approval""",https://github.com/code-423n4/2021-06-tracer-findings/issues/99,,
17, L-01,,,"""emergencyHandler not checked & not emitted""",https://github.com/code-423n4/2021-06-gro-findings/issues/5,,
17, L-02,,,"""lastRatio of Buoy3Pool not initialized""",https://github.com/code-423n4/2021-06-gro-findings/issues/7,,
17, L-03,,,"""Buoy3Pool._updateRatios unsafe math""",https://github.com/code-423n4/2021-06-gro-findings/issues/105,,
17, L-04,,,"""setUnderlyingTokenPercent should check percentages""",https://github.com/code-423n4/2021-06-gro-findings/issues/114,,
17, L-05,,,"""initialize maxPercentForWithdraw and maxPercentForDeposit?""",https://github.com/code-423n4/2021-06-gro-findings/issues/16,,
17, L-06,,,"""use safemath""",https://github.com/code-423n4/2021-06-gro-findings/issues/22,,
17, L-07,,,"""Missing emits for declared events""",https://github.com/code-423n4/2021-06-gro-findings/issues/47,,
17, L-08,,,"""Having only owner unpause/restart is risky""",https://github.com/code-423n4/2021-06-gro-findings/issues/48,,
17, L-09,,,"""Uninitialized vaults/addresses will lead to reverts """,https://github.com/code-423n4/2021-06-gro-findings/issues/50,,
17, L-10,,,"""The use of tx.origin for smart contract safe list is risky and not generic""",The use of tx.origin for smart contract safe list is risky and not generic · Issue #53 · code-423n4/2021-06-gro-findings · GitHub,,
17, L-11,,,"""Missing parameter validation""",https://github.com/code-423n4/2021-06-gro-findings/issues/90,,
17, L-12,,,"""Stricter than needed inequalities may affect borderline scenarios""",https://github.com/code-423n4/2021-06-gro-findings/issues/67,,
17, L-13,,,"""totalAssets > withdrawUsd should be inclusive""",https://github.com/code-423n4/2021-06-gro-findings/issues/86,,
17, L-14,,,"""Use of uninitialized value and unclear/unused logic""",https://github.com/code-423n4/2021-06-gro-findings/issues/65,,
17, L-15,,,"""decimals of FixedStablecoins""",https://github.com/code-423n4/2021-06-gro-findings/issues/77,,
17, L-16,,,"""More accurate calculation of return USD of withdrawSingleByLiquidity""",https://github.com/code-423n4/2021-06-gro-findings/issues/121,,
17, L-17,,,"""Use of tx.origin for authentication""",https://github.com/code-423n4/2021-06-gro-findings/issues/122,,
17, L-18,,,"""Vault assets can be migrated to an arbitrary address at anytime by owner""",https://github.com/code-423n4/2021-06-gro-findings/issues/59,,
17, L-19,,,"""Enabling preventSmartContracts may lead to lock/loss of funds """,https://github.com/code-423n4/2021-06-gro-findings/issues/54,,
17, L-20,,,"""Unauthorized rebalanceTrigger calls may allow one to exploit arbitrage opportunity and put system at risk""",https://github.com/code-423n4/2021-06-gro-findings/issues/66,,
17, L-21,,,"""Rational actors will just set themselves as referral""",https://github.com/code-423n4/2021-06-gro-findings/issues/108,,
18, L-01,,,"""No check of MAX_LIQ_FEES in contructor of Controller""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/24,,
18, L-02,,,"""Uniswap oracle assumes PairToken <> WETH liquidity""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/118,,
18, L-03,,,"""Simple interest formula is used""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/119,,
18, L-04,,,"""LendingPair.pendingSupplyInterest is not accurate """,https://github.com/code-423n4/2021-07-wildcredit-findings/issues/124,,
18, L-05,,,"""Migrate Rewards Without Distribution""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/102,,
18, L-06,,,"""minBorrowUSD not initialized in the contract""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/25,,
18, L-07,,,"""LendingPair: Avoid rounding error in _accrueAccountSupply() """,https://github.com/code-423n4/2021-07-wildcredit-findings/issues/37,,
18, L-08,,,"""UniswapV3Oracle: Reduce minObservations to uint16""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/55,,
18, L-09,,,"""repayAll() and repayAllETH() vulnerable to frontrunning""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/125,,
18, L-10,,,"""Critical protocol parameter configuration/changes should have sanity/threshold checks""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/85,,
18, L-11,,,"""Erc20 Race condition for allowance""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/96,,
18, L-12,,,"""The interest rate is calculated based on assumptions on the block time""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/142,,
19, L-01,,,"""Lack of guarded launch approach may be risky""",https://github.com/code-423n4/2021-07-connext-findings/issues/49,,
19, L-02,,,"""Deflationary and fee-on-transfer tokens are not correctly accounted""",https://github.com/code-423n4/2021-07-connext-findings/issues/68,,
19, L-03,,,"""Missing zero-address checks""",https://github.com/code-423n4/2021-07-connext-findings/issues/50,,
19, L-04,,,"""An attacker can front-run a user’s prepare() tx on sending chain to cause DoS by griefing""",https://github.com/code-423n4/2021-07-connext-findings/issues/52,,
19, L-05,,,"""txData.expiry = block.timestamp""",https://github.com/code-423n4/2021-07-connext-findings/issues/28,,
19, L-06,,,"""Unsafe approve""",https://github.com/code-423n4/2021-07-connext-findings/issues/13,,
19, L-07,,,"""Router needs to decrease expiry by a significant buffer""",https://github.com/code-423n4/2021-07-connext-findings/issues/15,,
19, L-08,,,"""wrapCall with weird ERC20 contracts""",https://github.com/code-423n4/2021-07-connext-findings/issues/49,,
19, L-09,,,"""MAX_TIMEOUT""",https://github.com/code-423n4/2021-07-connext-findings/issues/33,,
19, L-10,,,"""Unchangeable chain ID information""",https://github.com/code-423n4/2021-07-connext-findings/issues/66,,
19, L-11,,,"""Relayer txs can be frontrunned""",https://github.com/code-423n4/2021-07-connext-findings/issues/58,,
190, L-01,,,"""Missing calls to __ReentrancyGuard_init functions of inherited contracts""",https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/190.md#l-01-missing-calls-to-__reentrancyguard_init-functions-of-inherited-contracts,,
