Contest ID, Bug ID,,, Bug Description,link,
94, M-17,,,There is no Support For The Trading of Cryptopunks,https://github.com/code-423n4/2022-02-foundation-findings/issues/74,
94, M-18,,,Fees Are Incorrectly Charged on Unfinalized NFT Sales,https://github.com/code-423n4/2022-02-foundation-findings/issues/73,
96, M-01,,,Underflown variable in borrowGivenDebtETHCollateral function,https://github.com/code-423n4/2022-03-timeswap-findings/issues/32,
96, M-02,,,The pay() function can still be DOSed,https://github.com/code-423n4/2022-03-timeswap-findings/issues/11,
96, M-03,,,NPM Dependency confusion. Unclaimed NPM Package and Scope/Org,https://github.com/code-423n4/2022-03-timeswap-findings/issues/9,
97, M-01,,,Unsupported tokens cannot be withdrawn,https://github.com/code-423n4/2022-03-biconomy-findings/issues/54,
97, M-02,,,A pauser can brick the contracts,https://github.com/code-423n4/2022-03-biconomy-findings/issues/137,
97, M-03,,,Incompatibility With Rebasing/Deflationary/Inflationary token ,https://github.com/code-423n4/2022-03-biconomy-findings/issues/91,
97, M-04,,,Owners have absolute control over protocol,https://github.com/code-423n4/2022-03-biconomy-findings/issues/80,
97, M-05,,,Frontrunning of setPerTokenWalletCap edge case,https://github.com/code-423n4/2022-03-biconomy-findings/issues/158,
97, M-06,,,DoS by gas limit,https://github.com/code-423n4/2022-03-biconomy-findings/issues/24,
97, M-07,,,Sending tokens close to the maximum will fail and user will lose tokens,https://github.com/code-423n4/2022-03-biconomy-findings/issues/181,
97, M-08,,,Incentive Pool can be drained without rebalancing the pool ,https://github.com/code-423n4/2022-03-biconomy-findings/issues/87,
97, M-09,,,Improper Upper Bound Definition on the Fee,https://github.com/code-423n4/2022-03-biconomy-findings/issues/8,
97, M-10,,,call to non-existing contracts returns success,https://github.com/code-423n4/2022-03-biconomy-findings/issues/104,
97, M-11,,,LiquidityProviders: Setting new liquidity pool will break contract,https://github.com/code-423n4/2022-03-biconomy-findings/issues/52,
97, M-12,,,LiquidityProviders: Setting new LP token will break contract,https://github.com/code-423n4/2022-03-biconomy-findings/issues/51,
97, M-13,,,[WP-H23] Improper tokenGasPrice design can overcharge user for the gas cost by a huge margin,https://github.com/code-423n4/2022-03-biconomy-findings/issues/145,
97, M-14,,,[WP-H5] LiquidityFarming.sol Unbounded for loops can potentially freeze users' funds in edge cases,https://github.com/code-423n4/2022-03-biconomy-findings/issues/136,
97, M-15,,,WhitelistPeriodManager: Improper state handling of exclusion removals ,https://github.com/code-423n4/2022-03-biconomy-findings/issues/72,
97, M-16,,,WhitelistPeriodManager: Improper state handling of exclusion additions,https://github.com/code-423n4/2022-03-biconomy-findings/issues/75,
97, M-17,,,wrong condition checking in price calculation,https://github.com/code-423n4/2022-03-biconomy-findings/issues/105,
97, M-18,,,Possible frontrun on deposits on LiquidityPool,https://github.com/code-423n4/2022-03-biconomy-findings/issues/180,
97, M-19,,,sharesToTokenAmount: Division by zero,https://github.com/code-423n4/2022-03-biconomy-findings/issues/53,
97, M-20,,,Liquidity providers unable to remove liquidity when the pool is in deficit state,https://github.com/code-423n4/2022-03-biconomy-findings/issues/93,
98, M-01,,,No use of upgradeable SafeERC20 contract in Controller.sol,https://github.com/code-423n4/2022-03-rolla-findings/issues/5,
98, M-02,,,COLLATERAL_MINTER_ROLE can be granted by the deployer of QuantConfig and mint arbitrary amount of tokens,https://github.com/code-423n4/2022-03-rolla-findings/issues/12,
98, M-03,,,Usage of deprecated Chainlink functions,https://github.com/code-423n4/2022-03-rolla-findings/issues/17,
98, M-04,,,ConfigTimeLockController will put QuantConfig in a stalemate(rendering it unusable),ConfigTimeLockController will put QuantConfig in a stalemate(rendering it unusable) · Issue #27 · code-423n4/2022-03-rolla-findings · GitHub,
98, M-05,,,QTokens with the same symbol will lead to mistakes,https://github.com/code-423n4/2022-03-rolla-findings/issues/38,
98, M-06,,,[WP-M3] OperateProxy.callFunction() should check if the callee is a contract,https://github.com/code-423n4/2022-03-rolla-findings/issues/46,
98, M-07,,,Low-level transfer via call() can fail silently,Low-level transfer via call() can fail silently · Issue #51 · code-423n4/2022-03-rolla-findings · GitHub,
98, M-08,,,Arbitrary code can be run with Controller as msg.sender,https://github.com/code-423n4/2022-03-rolla-findings/issues/65,
98, M-09,,,Spreads can be minted with a deactivated oracle,https://github.com/code-423n4/2022-03-rolla-findings/issues/66,
98, M-10,,,[WP-H6] Admin of the upgradeable proxy contract of Controller.sol can rug users,https://github.com/code-423n4/2022-03-rolla-findings/issues/48,
